,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4997307073,Alexandria,US,38.812733,10,-77.043034,VA,available now,33750, 1,0 ,cats are OK - purrr,2015-04-26,"
Best Priced Studio at The Kingsley! Live Rent Free Until May 25th!Lease now and don't pay rent until Memorial Day!
Lease within 24 hours and receive $250 Visa Gift Card!


View More Photos and
Floor Plan Graphic / Vacancy Details!
Highlight the URL below and paste into your browser window.

http://www.TheKingsleyLuxuryMid.HomeSearchCL.com/y/w4/vb/s.html?i=YW4VB&r=cl
The Kingsley ApartmentsLocation and convenience are the cornerstones of The Kingsley. Add to that spacious, light-filled apartment homes with beautiful finishes and great amenities, and make this the spot you call home. Shopping, dining and nightlife are steps away, not to mention the brand new Harris Teeter located on site.

Now Open
Historic Old Town Alexandria Location
On-Site Harris Teeter
 BUILDING & FLOOR PLAN DESCRIPTION:
Home Layout Type: 
Unique Floor Plan Layouts: 33
 AVAILABLE UNIT: ""S-D"", 0 bed/1 bath, 533 sqft, Flat/Single Level ADDRESS: 500 Madison Street, Alexandria, VA 22314 INTERIOR FEATURES INCLUDE:Hardwood-style flooring in living areas and kitchensGranite countertopsCarpet in bedroomsGE Profile™ stainless steel appliancesLEED® Silver certificationCeramic tile in bathroomsDark wood cabinets COMMUNITY AMENITIES INCLUDE:On-site Harris TeeterRooftop terrace with river viewsPet friendly, in fact, Old Town is known as one of the nation's pet-friendliest citiesFully equipped fitness centerCommunity clubroomDistinctive entry lobby with concierge serviceWiFi in all common areasBike shop and on-site bike storage AVAILABLE SERVICES INCLUDE:24-hour emergency maintenanceCoffee and tea servicePackage acceptance service with in-home delivery availableMaid service referral availableLaundry valetConvenient payment options""Away from Home"" servicesBuildingLink interactive resident portal for 24/7 updatesPet services eventsExclusive resident events PHONE: 
show contact info
 WALKSCORE: 89 Why The Kingsley Luxury Mid-Rise Apartments is the best place to come home to in the Alexandria area

""The Kingsley is an amazing high-end apartment complex located conveniently near anything I would ever need. To my surprise, The Kingsley has exceeded all of my expectations and more!"" -- Resident 

""There are so many things good about this place, its hard to think of anything I don't like. I actually cant! lol. This place rocks inside and out."" -- Resident 

""The Kingsley offers many great amenities from a state of the art workout center to a welcoming lobby and staff and who could forget the beautiful rooftop terrace."" -- Resident Cats Allowed / Dogs Allowed
Breed and weight restrictions may apply.
Dogs: certain breed and weight restrictions applyOpen Hours
Closed most U.S. holidays

The monthly rental price stated on Craigslist is accurate at the time of post.
Please call to verify all pricing and availability as it may be subject to change daily.

The Kingsley is an Equal Housing Opportunity Provider
:-. .-: :::--.-::::.-----.::.-:: :----.:----.:----.-:-:.:- :::-.---::

cCjUZD pMLiwn FMLibEi rMLicwl akEZW yMLiyUU uMLiwz MLi pIQgE RKa aeKC LMLia EHO / This Property iS AN EquaL HOuSiNg opPortUnitY PRovIdEr tMLicMDGJb
    ",dogs are OK - wooof,apartment,8,w/d in unit,attached garage,$1800,no smoking,533,http://washingtondc.craigslist.org/nva/apa/4997307073.html
4990322707,Arlington,US,38.895259,0,-77.084752,VA,available now,27000, 1.5,1 ,,2015-06-25,"
        I have a one bedroom end unit stacked townhouse (two floors) with a den/second bedroom in the Chelsea Landing Community (about a quarter mile/5 minute walk to Courthouse metro) available for rent starting June 25th.  The unit is ideal for singles or a couple (with or without young kid(s)) and has the following amenities: 

  - Wall-to-wall carpeting 
- Washer & Dryer in the unit
 - 1.5 remodeled bathrooms  
- Custom built-in bookshelves in den/second bedroom
- Large amount of closet space with Elfa Organizers in the master walk-in, den and hall closets 
- Plenty of light 
 - Large balcony
- Central air conditioning & heating
- Stainless steel kitchen appliances including dishwasher and microwave
- Working wood-burning fireplace
- Huge master bedroom with cathedral ceiling and skylights (w/ window shades)
 - Includes one parking space; water & sewer fees
- One-year lease minimum 
 - No pets or smoking inside the unit

If interested, I will be showing the unit this Sunday, April 26 from 1pm to 4pm. Please send me the time(s) on the hour or half hour that you would be interested in stopping by to see it.
    ",,townhouse,10,w/d in unit,off-street parking,$2650,no smoking,1360,http://washingtondc.craigslist.org/nva/apa/4990322707.html
4997283756,,,,,,,available now,38571, 1,1 ,cats are OK - purrr,2015-04-26,"
        We have spacious 1 bedroom/ 1 bath apartments priced just under $ 1,380!

Located 1.2 miles from Fairfax, VA

Community Amenities include:
Resort style swimming pool and sundeck
Front desk service include package receiving
Fully equipped business center with coffee bar
Playgrounds with activity areas for children of all ages
Fitness center
Plus much more!

Give me a call today and I'll email you all the informacion you need about this apartment unit.

Ask for Samuel
show contact info

AV156WILL SD
    ",dogs are OK - wooof,apartment,7,w/d in unit,off-street parking,$1380,,912,http://washingtondc.craigslist.org/nva/apa/4997283756.html
4997198935,Arlington,US,38.841097,0,-77.052326,VA,available now,22500, 1,2 ,cats are OK - purrr,2015-04-26,"
        Crystal Plaza, managed by Gates Hudson
2111 Jefferson Davis Hwy.
Arlington, VA 22202
show contact info


VIEW OUR WEBSITE:

http://crystalplazaapts.com

Crystal Plaza is located in the heart of Crystal City just minutes from downtown DC, the Pentagon and Old Town Alexandria.

This apartment features two large bedrooms, two full bathrooms and a spacious balcony!  

Community Features
* Easy Freeway Access
* Easy Access to Public Transportation
* Outdoor Grill Area
* Fitness Studio
* Putting Green
* Package Acceptance
* E-Lounge
* Concierge Service
* Bike Racks
* Extra Storage
* Roof Deck
* Elevator
* Bocce Ball
* Professionally Managed
* Shimmering Pool
* Minutes from Restaurants, Shopping, and Much More
* Yoga Lounge
* Laundry Care Center

[#1649054]
",dogs are OK - wooof,apartment,12,laundry in bldg,attached garage,$2235,,1224,http://washingtondc.craigslist.org/nva/apa/4997198935.html
4997113941,,,,,,,available now,20769, 1,1 ,cats are OK - purrr,2015-06-05,"
        We are just minutes from the DC area! Schedule a tour today! We would love to have you as our new resident!!

This one bedroom apartment features the convenience of a washer and dryer in the unit. 

The Park at Arlington Ridge, managed by Gates Hudson
1800 S 26th Street
Arlington, VA 22206
show contact info


VIEW OUR WEBSITE:

http://www.parkatarlingtonridge.com

Community Features
* Shimmering Pool
* Short or Long Term Lease Available
* After-Hours Emergency Maintenance
* Short Term Lease Available
* Package Acceptance
* Minutes from Restaurants, Shopping, and Much More
* Guest Parking
* WiFi Access
* Our prices can change daily, price listed is based on today's availability. Call for details.
* Controlled Access
* Garage Parking
* Professionally Managed
* Extra Storage
* We are a social community! Find our blog, Facebook or Twitter page online. 
* Long Term Lease Available
* Landscaped Courtyards
* Credit Cards Accepted
* Dry Cleaning and Laundry Service
* Sun Deck
* Concierge Service
* Easy Freeway Access
* Bike Racks
* Community Lounge
* Easy Access to Public Transportation
* Special offers and pricing available to new leases only, not renewals, transfers or current residents
* Multi Function Study Rooms with Copier and Computers
* Cardio Room

[#1649129]
",dogs are OK - wooof,apartment,13,w/d in unit,attached garage,$1495,,640,http://washingtondc.craigslist.org/nva/apa/4997113941.html
4997137807,Alexandria%2FDel,US,38.825180,0,-77.052166,Ray,available now,54000, 2.5,3 ,,2016-04-20,"
        2 level House for rent in Del Ray Alexandria 
Near 2 Subway Stations (Crystal City & Braddock Subway stations) 
3 Bedrooms 
2 1/2 Bath 
Living Room 
Dining Room 
Dishwasher 
Full size washer & dryer 
Walk in closet 
Eat in Kitchen 
Fence Backyard 
Driveway parking 
Brick walk way 
Walk to restaurant, Coffee shop and stores 
Close to Potomac Yard Shopping Center, Movie Theater & Restaurants 
Minutes to Pentagon, Reagan National Airport & Washington DC 
Walk to bus stop 
Easy access to 395 & 495 (beltway) 
BRAND NEW Central Air/Heat Pump 
Address: 508 East Windsor Avenue, Alexandria Virginia 22301 
Call: Teresa Cell/Text: 
 show contact info

Tel: 
 show contact info


",,apartment,5,w/d in unit,carport,$2495,no smoking,,http://washingtondc.craigslist.org/nva/apa/4997137807.html
4997121919,Lorton,US,38.709478,0,-77.224247,VA,available now,54000, 2,2 ,cats are OK - purrr,2016-04-19,"
        This two-bedroom, two-bath apartment is brand new with granite and stainless steel kitchens with cherrywood cabinets. The kitchen, living and dining room glow with hardwood laminate flooring, and your windows offer you unobstructed views of trees for miles. The bedrooms are 11' x 13', carpeted and have ceiling fans and walk-in closets, and the bathrooms have easy-care ceramic tile floors. The master bath features double vanities and a soaking tub. Come to Vista at Laurel Highlands to tour this gem in southern Fairfax County.

Checkout more of our apartments for rent at Vista Laurel Highlands in Lorton VA

Contact us at 
 show contact info
Or find us at www.vistalaurelhighlands.com
",dogs are OK - wooof,apartment,5,w/d in unit,attached garage,$1845,,1147,http://washingtondc.craigslist.org/nva/apa/4997121919.html
4997077894,Arlington,US,38.891881,15,-77.076199,VA,available now,20769, 1,2 ,cats are OK - purrr,2015-04-26,"
Stunning View of DC and Great Location! Walk to Metro and More!Cats and Dogs Warmly Welcomed
*Breed and Weight Restrictions Apply


View More Photos and
Floor Plan Graphic / Vacancy Details!
Copy the URL below and insert into your browser window.

http://www.parcrosslynaptscl.com
Parc Rosslyn AVAILABLE UNIT: ""Bronte"", 2 bed/1 bath, 916 sqft, Flat/Single Level ADDRESS: 1531 North Pierce Street, Arlington, VA 22209 INTERIOR FEATURES INCLUDE:Granite countertops (select units)High speed Internet and cable readyGlasstop cooking rangeCeramic tile floors in kitchen and bathsEnergy Star lighting packageSunrooms (select units)Programmable thermostatsFull-height ceramic tile tub surroundsGE Energy Star appliancesWasher/dryer in each residence COMMUNITY AMENITIES INCLUDE:Refreshing rooftop poolClubroom on the top floor with Wi-FiPet friendlyBusiness center/conference roomUnderground parkingConcierge servicesIndoor bike storageStunning ViewsFitness center with cardio theatrePatio with BBQ area PHONE: 
show contact info
 

The monthly rental price stated on Craigslist is accurate at the time of post.
Please call to verify all pricing and availability as it may be subject to change daily.

EHO / Equal Housing Opportunity At Parc Rosslyn
.-: :-. ...--:-....:-----:..:-.. .----:.----:.----:.-:..--- ...-:---..

lHxMa FHxMaEG cCjUZD RHxMcDO UHxMlk akEZW HxM pIQgE EMW yTiC EHO / This Property iS AN EquaL HOuSiNg opPortUnitY PrOvidEr yHxMyUg PHxMpB tHxMcMDDbB
    ",dogs are OK - wooof,apartment,13,w/d in unit,attached garage,$2544,,916,http://washingtondc.craigslist.org/nva/apa/4997077894.html
4997086176,Alexandria,US,38.811256,0,-77.140117,VA,available now,13500, 1,1 ,,2015-04-26,"
        RENT INCLUDES: All Utilities, Parking, and all of the unique Watergate Amenities (See below for a comprehensive list)

Resort Style Living Gated Community with 24hr/7day Security. 1.5 Miles to Metro. 1 Bed 1 Bath and a very large balcony with beautiful view. Washer and Dryer in the unit. Roomy with almost 900 sq. ft. Large walk-in closet in the bedroom. Recently Painted. New HVAC System. Newer Dishwasher. Newer Mosaic Tile Kitchen Floor. Indoor/underground access to facilities and amenities. Inside the Beltway and easy access to I-395, I-95 and I-495. Shuttle to metro and shopping centers. 1 year lease agreement required.

Location Area:
- 1.5 miles to Van Dorn Metro Station (Shuttle stops in front of building)
- Walk to Giant, Safeway, & Harris Teeter supermarkets, BJ's wholesale, convenience stores, restaurants, retail, etc.
- Directly on Metro Bus, Dash bus, and Metro Shuttle routes
- Approx. 8 miles to DC & Tyson's Corner
-- Minutes from Landmark Mall, Mark Center, Old Town Alexandria, Pentagon City, Chrystal city, Reagan National Airport, NVCC (NOVA Community College) Alexandria Campus Springfield Mall

Watergate Community Features & Amenities:
-- Transportation Service: Free shuttle service to metro and nearby shopping.
-- 24-hour security and building management on-site
-- Controlled-access building
-- Indoor Pool and Outdoor Heated Swimming pool and Jacuzzi
-- Gym/Fitness room with sauna and showers
-- Indoor and Lighted Outdoor Tennis Courts
-- Basketball, Volleyball, Racquet Ball, Golf, etc.
-- Billiard room with table tennis
-- Jogging/Walking Path
-- Market/cafe with bakery, dry cleaners, ATM, and Self-Service Car Wash
-- Beauty Salon, Library, Extra Storage, Meeting Room, Community Center
-- Tot Lots/Playground

See this link for more details: http://www.watergateatlandmark.com/

Please reply to this posting if you are interested. Thank you.
    ",dogs are OK - wooof,condo,20,w/d in unit,,$1499,,900,http://washingtondc.craigslist.org/nva/apa/4997086176.html
4986954603,,,,,,,available now,45000, 2,2 ,,2015-05-09,"
        This beautiful 2 Bedroom, 2 Bathroom condo is located in the quiet Bull Run neighborhood just minutes from I66 and all shopping and restaurants on Sudley road. At nearly 1100sqft, this condo has a master bedroom with en-suite bathroom, guest bedroom with attached bathroom, dining room / living room, kitchen, laundry room, gas fireplace, and balcony.  One dedicated parking spot is included with the rental, and ample parking is available in the lot just outside the condo. Additional amenities include washer and dryer, fridge, microwave, garbage disposal, and dishwasher. No smoking and no pets permitted in condo.

The condo features very convenient access (directly across the street) to the Club House at Bull Run Swim & Racquet Club. The gym room located within the Clubhouse offers three (3) treadmills, two (2) ellipticals, a recumbent stationary bike, an upright stationary bike, a compact rower, a four-way strength training station and two (2) flat panel T.V.s with Comcast Digital Cable. The large pool facility at the Club House includes two full size pools and two wading pools. Other amenities located next to the Club House include six tennis courts, a basketball court, sand volleyball court, and a Tot Lot (play-structure and swings for kids). There is also a walking/biking path located directly behind the condo.

The condo is available beginning May 9, 2015. Feel free to email me for more details, with any questions, or to schedule a viewing/walkthrough on 4/29 (after 6PM) or 4/30 (all day).
    ",,condo,6,w/d in unit,off-street parking,$1325,no smoking,1100,http://washingtondc.craigslist.org/nva/apa/4986954603.html
