,city,country,latitude,location_data_accuracy,longitude,state,availability,average_image_size,bathroom,bedroom,cat,date_available,description,dog,housing_type,image_number,laundry,parking,price,smoking,square_footage,url
4995040708,,,38.692900,0,-77.204000,,available now,0, 1,0 ,,2016-03-26,"
        Close to Fort Belvior and Parks above ground finished basement private entrance bath and washer,dryer.  One person only and non smoker upscale property in a park like setting $1025 plus electric cable and wifi free. 

Will furnish for $1500 plus electric.
    ",,apartment,0,w/d in unit,off-street parking,$1025,,800,http://washingtondc.craigslist.org/nva/apa/4995040708.html
4995036124,Arlington,US,38.859727,10,-77.055584,VA,available now,33750, 1,1 ,cats are OK - purrr,2015-05-27,"
 CALL US TODAY! 
show contact info
x509 LOFTS 5901 bedroom 1 bath   683sqft   $1,925  DESCRIPTION:  This 683 sq ft one bedroom and one bathroom is anything but standard with its' chic kitchen and large bathroom.  Enjoy loft living with stainless appliances, exposed HVAC, and walk-in closets, all walking distance to Pentagon Row, shopping, dining, and the Metro.  590 S 15th St  Arlington, va 22202  PROPERTY WEBSITE:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/pentagon-city/lofts-590-apartments.aspx?ilsid=93
",dogs are OK - wooof,apartment,8,w/d in unit,attached garage,$1925,no smoking,683,http://washingtondc.craigslist.org/nva/apa/4995036124.html
4990956945,Woodbridge,US,38.674792,0,-77.261278,VA,available now,0, 1,2 ,,2015-06-30,"
        Utilities are included in the rent except for cable, but Electricity and water are included. My wife and I are relocating, and are assisting my landlord with finding a new tenant. We will be slowly moving out of the residence from now until June, but wanted to get a start on finding someone. It's a 2 bedroom, 1 bath that is only about 900 or so feet, but the floor plan makes it seem a lot bigger. It comes with a storage area, and it's very quiet, and extremely safe, with lots of friendly neighbors, and a playground area for those with kids.

I will be posting pictures very soon, but for those whom are seriously interested, please feel free to contact Rob @ 
 show contact info
with any questions that you may have.

Open Invite to come by and see the place beginning at 10am Call to get the Unit #
    ",,condo,0,laundry in bldg,,$1300,,900,http://washingtondc.craigslist.org/nva/apa/4990956945.html
4973280981,Arlington,US,38.856049,0,-77.111142,VA,available now,15882, 1,1 ,,2016-03-15,"
        Just-renovated 1 bedroom 1 bathroom condo with a huge private walk-out (15 feet x 11 feet) roof-top outdoor terrace. Located just steps from Columbia Pike and Four Mile Run! Park Glen Condominiums: 800 S. Arlington Mill Drive, Arlington Virginia 22204. Rent includes everything but electric. Amenities include 1 parking pass, outdoor swimming pool, central air/heat, electric stove, full-size tub and shower, 7 windows, 5 closets, separate storage room and bike storage room, cable/internet ready. Kitchen and bathroom were just completely renovated, as well as the addition of new laminate wood floors and paint! Onsite washers/dryers. Additional on-street parking available with permit.  Small pets will be considered on a case-by-case basis and require extra deposit.  Minimum 1 year lease required.  Available mid-May.  Enjoy the convenience of having buses run every 3 minutes during rush hour along the Columbia Pike corridor.  Visit our website at http://www.kandmproperties.com/ParkGlen.html to take a video tour, see pictures and to request a visit.
    ",,condo,17,laundry in bldg,off-street parking,$1350,,,http://washingtondc.craigslist.org/nva/apa/4973280981.html
4995022517,,,,,,,available now,135000, 1,1 ,,2015-05-01,"
        SE RENTA CUARTO EN EL CONDADO DE SPRINGFIELD PARA MAS INFORMACION PORFAVOR CONTACTAR CHRIS AL NUMERO 
show contact info
AUTOSOUNDEXPRESSMSNCOM
    ",,house,2,laundry on site,street parking,$600,no smoking,,http://washingtondc.craigslist.org/nva/apa/4995022517.html
4995030197,,,,,,,available now,22500, 1.5,2 ,,2015-05-15,"
        Adorable, updated townhouse condo for rent in the heart of Falls Church City! Two bedrooms 1 1/2 baths with a fabulous landscaped patio. This townhouse comes with a reserved parking spot in back and plenty of additional street parking available. Stainless steel appliances, granite countertops, refinished bathrooms, designer paint and hardwood floors throughout. Community summer swimming pool membership, yard maintenance, winter snow removal, and utilities (excluding cable and electric) are included. Walk to the W&OD trail, restaurants, and entertainment. Convenient access to metro and public transportation. Available May 15th or June 1st. $2,100/month unfurnished or $2,400 furnished.  Please see the pictures below!
    ",,townhouse,12,w/d in unit,off-street parking,$2100,no smoking,,http://washingtondc.craigslist.org/nva/apa/4995030197.html
4994980704,Alexandria,US,38.802628,0,-77.066922,VA,available now,20769,,0,,2015-04-24,"
        FANTASTIC ONE BEDROOM ON THE 19th FLOOR IN CARLYLE TOWERS WITH EXPANSIVE VIEW of the Potomac river and the Washington Monument.

FLOOR PLAN FEATURES SPACIOUS LIVING/DINING AREA, KITCHEN, IN-UNIT LAUNDRY AND AWESOME ENCLOSED GLASS BALCONY for SUNNY DAYS.

UPGRADES INCLUDE: WOODEN FLOOR, GRANITE COUNTER, CERAMIC TILE FOYER, CUSTOM BLINDS, CEILING FAN AND MORE.

Indoor garage parking, Extra storage space outside of unit for bikes.


ENJOY AWESOME AMENITIES AND PERFECT ALEXANDRIA LOCATION!

Amenities include:
Swimming Pool
Putting Green
Sauna
Gym
Library
24 / 7 Front Desk Concierge Service
Tennis Courts
Dog Park
Bicycle rack available in building
Residents enjoy free shuttle to King Street Metro station operating daily

Transportation and Convenience:
- Walking distance to Old Towne Alexandria's brick paved shopping and restaurants
- A 6 minute walk to King Street station
- Free shuttle to King Street station for residents
- Transportation benefits for residents include discount for your Metro Smart Card every month
- 20 minute drive to the Pentagon, DC
- 12 minutes to Potomac Yard Shopping Center (Target, Staples, Best Buy, Shoppers, Pier One, TJ Maxx, Barnes and Noble, Starbucks, Regal Cinema and more)

To move in:
- One year lease with one month security deposit. Pets will be consider
    ",,apartment,13,,,$1990,,780,http://washingtondc.craigslist.org/nva/apa/4994980704.html
4981151895,,,38.814323,0,-77.129429,,available now,45000, 1,1 ,,2016-04-22,"
        This bachelor pad is perfect for those who work in town during the week and escape for the weekends. The building has gym, pool, meeting room and all the utilities are included in the rent.
The unit is available soon and all serious offers will be considered. Photos upon request.

580+ sq feet one bedroom one bath, on bus line right to metros.  Near landmark Mall and Mark center office, plus library is walking distance.  Surface parking available and looking for responsible tenant.
Military and civil service to the front of the line.
contact :   
 show contact info
",,condo,6,laundry in bldg,off-street parking,$1325,no smoking,580,http://washingtondc.craigslist.org/nva/apa/4981151895.html
4995024120,,,,,,,available now,67500, 1,1 ,,2015-05-15,"
        Gracious living in one-bedroom condo, w/d in unit, balcony overlooks park-like area. Secure bldg. includes exercise room, pool, tennis courts, library community room, club room, enclosed parking. Sorry, no pets, no smoking/smokers.
    ",,condo,4,w/d in unit,attached garage,$1650,no smoking,,http://washingtondc.craigslist.org/nva/apa/4995024120.html
4995023269,,,38.779400,0,-77.119400,,available now,135000, 1,1 ,,2015-05-01,"
        Room for rent 12X14 WITH BED 
show contact info
utilities included EMAIL AUTOSOUNDEXPRESSMSNCOM from9amto5pm
    ",,house,2,laundry on site,street parking,$600,no smoking,,http://washingtondc.craigslist.org/nva/apa/4995023269.html
4991008604,Rosslyn,US,38.889528,20,-77.077802,VA,available now,22500, 1,1 ,,2015-05-19,"
        Big size One bedroom apartment in River Place Complex.  Furnished.  Dishwasher.   Balcony.  

It has enormous garden/green space.  Fully-equipped gym ( ping pong table), swimming pool, sauna.   

Close to everything you need in life--supermarket, restaurant, dry cleaner, laundry in the building.

The rent includes gym membership, all utilities.
    ",,apartment,12,laundry in bldg,attached garage,$1850,,750,http://washingtondc.craigslist.org/nva/apa/4991008604.html
4981150339,,,,,,,available now,45000, 1,1 ,,2015-07-01,"
        This bachelor pad is perfect for those who work in town during the week and escape for the weekends. The building has gym, pool, meeting room and all the utilities are included in the rent.
The unit is available and all serious offers will be considered. Photos upon request.

580+ sq feet one bedroom one bath, on bus line right to metros.  Near landmark Mall and Mark center office, plus library is walking distance.  Surface parking available and looking for responsible tenant.
Military and civil service to the front of the line.
contact :   
 show contact info
",,condo,6,laundry in bldg,off-street parking,$1325,no smoking,580,http://washingtondc.craigslist.org/nva/apa/4981150339.html
4981148537,Alexandria,US,38.814900,0,-77.121000,VA,available now,0, 1,1 ,cats are OK - purrr,2015-05-02,"
        Unique one bedroom condo ; new everything carpets paint kitchen cabinets/appliances A/C Heating unit.
Ready N O W!

580+ square feet! huge walk-in closet new secure windows, first floor 

Available TODAY ~ photos on request. Please serious inquires only. No rent to people offering to pay in advance before they arrive.

Please contact 
 show contact info
",dogs are OK - wooof,condo,0,laundry in bldg,off-street parking,$1325,no smoking,580,http://washingtondc.craigslist.org/nva/apa/4981148537.html
4995014728,,,38.981400,0,-77.472300,,available now,27000, 2,2 ,,2015-05-15,"
        My condo is available to rent May 15th. It is located at:

21873 Elkin Terrace, Sterling VA 20166

 -2 Level
 -2 Bedroom
 -2 and a half Bathrooms

 RENT IS $1600

 Email or call Ali 
 show contact info
",,condo,10,,,$1600,,,http://washingtondc.craigslist.org/nva/apa/4995014728.html
4995009345,Alexandria,US,38.835278,0,-77.054307,VA,available now,27000, 1,1 ,cats are OK - purrr,2015-05-01,"
        OPEN HOUSE SUNDAY APRIL 26th BETWEEN 1-3pm 

This 1BR/1BA condo is located in the popular Del Ray community of Alexandria. The unit gets plenty of sun and looks out onto a shared green space perfect for those that have pets and enjoy the outdoors. The following features make this move-in ready condo perfect for renting:

- Beautiful hardwood flooring throughout the unit
- Newly renovated kitchen (new granite countertops, new cabinets, new appliances)
- Ceramic tiling in bathroom
- Plenty of storage space
- Pet-friendly with ample space for walking

PARKING: Tenant will have two stickers for the parking lot. Guest parking pass is also available. 

LOCATION: The rental is located within minutes from Old Town Alexandria, Reagan National Airport (DCA), and Downtown Washington, DC. There are metro stations within the vicinity as well.

AVAILABLE for move-in May 1, 2015.

If you would like to view this rental please call for an appointment: 


To learn more about the community please click on the following link: http://www.auburnvillagecondo.com
    ",dogs are OK - wooof,apartment,10,laundry in bldg,off-street parking,$1375,no smoking,600,http://washingtondc.craigslist.org/nva/apa/4995009345.html
4984292883,Alexandria,US,38.814900,0,-77.121000,Va,available now,54000, 1,1 ,,2015-05-01,"
        Unique one bedroom condo ; new everything carpets paint kitchen cabinets/appliances A/C Heating unit.

580+ square feet! huge walking closet new secure windows, first floor 

Available First of May~ photos on request. Please serious inquires only. No rent to people offering to pay in advance before they arrive.

Please contact 
 show contact info
",,condo,5,laundry in bldg,off-street parking,$1335,no smoking,580,http://washingtondc.craigslist.org/nva/apa/4984292883.html
4994997622,Arlington,US,38.890353,10,-77.086406,VA,available now,54000, 2,2 ,cats are OK - purrr,2015-04-24,"
        2 bedroom 2 bath   1080sqft   $2,840  DESCRIPTION:  This 1080 sq. ft. 2 Bedroom 1 Bath features inviting amenities. Many of our floor plans feature large windows where you can gaze on a Potomac River View.  Enjoy easy Metro access along with a rooftop deck, state-of-the-art fitness center and concierge service. PROPERTY WEBSITE:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/courthouse/courthouse-plaza-apartments.aspx?ilsid=93
    ",dogs are OK - wooof,apartment,5,w/d in unit,attached garage,$2840,no smoking,1080,http://washingtondc.craigslist.org/nva/apa/4994997622.html
4995007689,Arlington,US,38.903300,22,-77.126300,VA,available now,22500, 2.5,4 ,,2015-06-01,"
        3 bedroom 2.5 bath, North Arlington, single family home, large beautiful lot, Nottingham, Williamsburg, Yorktown schools
    ",,house,12,w/d in unit,attached garage,$3200,no smoking,2200,http://washingtondc.craigslist.org/nva/apa/4995007689.html
4995005225,Alexandria,US,38.769510,0,-77.070529,VA,available now,11739, 1,2 ,cats are OK - purrr,2015-05-03,"
        Why settle for an apartment balcony when you can have a whole yard?  Backs up to park/playground. Less than 2 miles to I-495, Huntington Metro and Mt Vernon bike trail. Less than 10 miles to Pentagon, Washington National Airport and Fort Belvoir. Lots of natural light, new pergo on the first floor, hardwood on the second, full size washer /dryer, dishwasher, disposal, large closets. 150 square foot insulated studio/shop with 60 amp electric service. Ceiling fans, attic storage, fenced back yard, gas appliances.  Trash, recycling pick up and water included in rent.  Estimated averaged utility costs (electric, gas) $100 per month.  OPEN HOUSE SUNDAY MAY 3rd 11 AM TO 4 pm,
Verifiable credit, housing and employment history. Pets allowed on a case by case basis along with a non-refundable pet deposit.
    ",dogs are OK - wooof,duplex,23,w/d in unit,off-street parking,$1500,no smoking,900,http://washingtondc.craigslist.org/nva/apa/4995005225.html
4995002798,vienna,US,38.910320,0,-77.235668,va,available now,12272, 3,4 ,,2015-06-01,"
        LOCATION, LOCATION, LOCATION. DO NOT NEED A CAR.
IN HEART OF TYSONS CORNER WALKING DISTANCE TO TYSONS METRO.
NEAR ALL THE SHOPS, RESTAURANTS AND MALL.
4/5 BEDROOM, 3 FULL BATH.
BRIGHT SUNNY ROOMS AND UPDATED KITCHEN AND BATHROOMS.
FINISH BASEMENT WITH PRIVATE ACCESS.
HARD WOOD FLOOR THROUGH OUT LIVING ROOM, DINING ROOM AND KITCHEN.
LARGE DECK, BEAUTIFUL FENCED BACK YARD.
PLENTY OFF STREET PARKING.
NO SMOKING.
AVAILABLE JUNE FIRST.
PLEASE CALL 
 show contact info
OR E-MAIL
    ",,house,22,,,$2850,,,http://washingtondc.craigslist.org/nva/apa/4995002798.html
4995002249,TYSONS,US,38.910320,0,-77.235668,CORNER,available now,12272, 3,4 ,,2015-06-01,"
        LOCATION, LOCATION, LOCATION. DO NOT NEED A CAR.
IN HEART OF TYSONS CORNER WALKING DISTANCE TO TYSONS METRO.
NEAR ALL THE SHOPS, RESTAURANTS AND MALL.
4/5 BEDROOM, 3 FULL BATH.
BRIGHT SUNNY ROOMS AND UPDATED KITCHEN AND BATHROOMS.
FINISH BASEMENT WITH PRIVATE ACCESS.
HARD WOOD FLOOR THROUGH OUT LIVING ROOM, DINING ROOM AND KITCHEN.
LARGE DECK, BEAUTIFUL FENCED BACK YARD.
PLENTY OFF STREET PARKING.
NO SMOKING.
AVAILABLE JUNE FIRST.
PLEASE CALL 
 show contact info
OR E-MAIL
    ",,house,22,,,$2850,,,http://washingtondc.craigslist.org/nva/apa/4995002249.html
4994994354,Arlington,US,38.879874,10,-77.107495,VA,available now,27000, 2,2 ,cats are OK - purrr,2015-04-24,"
 Minutes from restaurants, shopping and the Ballston Metro. Enjoy our rooftop pool, fitness center, and stunning views of the DC skyline.  Kirkwood  2  bed / 2 bath / 1011 sq ft / $3,010 - $3,045 Liberty Tower 818 N Quincy St Arlington, VA 22203 Property Website:  http://www.eqrworld.com/virginia/alexandria-arlington-apartments/ballston/liberty-tower-apartments.aspx?ilsid=93 Want more information? http://unit-availability.com/lead/5ey754328170/1?extnId=4408020 Call Us Today! 
 show contact info
x480  Property Description  Amazing Brand New apartment home with a bonus room that can be used as an office nursery or sitting room. Your new home offers wall to wall carpet with ceramic tile in the kitchen and bath.  Floor Plan/Unit Features  * Large Closets  * Private Balcony  * Garage  * View  * Private Patio  * Washer/Dryer in Unit  Property Amenities  * Package Receiving  * Transportation  * Smoke Free Living  * Business Center  * Garage  * Pool  * Gate  * Concierge  * Fitness Center  * Clubhouse Lease Terms: Flexible terms Parking:Pet Policy: Cats and Dogs are allowed. Units: 235 Office HoursMonday:   9:00am to 6:00pm Tuesday:   9:00am to 6:00pm Wednesday:   10:00am to 6:00pm Thursday:   9:00am to 7:00pm Friday:   9:00am to 6:00pm Saturday:   9:00am to 5:00pm Sunday:   12:00pm to 5:00pm Management Company: Equity Residential Call Us Today! 
show contact info
x480 Equal Housing Opportunity
",dogs are OK - wooof,apartment,10,w/d in unit,attached garage,$3010,no smoking,1011,http://washingtondc.craigslist.org/nva/apa/4994994354.html
4988368656,,,,,,,available now,0,,0,cats are OK - purrr,2015-04-21,"
Units Starting From $900 per month  Woodbridge VA 22191   Reach Us By Email - Visit The URL Below:  http://www.p­­­r­p­­t­­y­i­n­­f­o­.com/rental/623562/   Property Description  Conveniently located in Woodbridge VA 22191 & Starting From $900 per month. We have a wonderful lineup of studios & 1-3 bed units!! What are you waiting for, contact us for more details and availability. 
",dogs are OK - wooof,apartment,0,,,$900,,,http://washingtondc.craigslist.org/nva/apa/4988368656.html
